ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
385322,                  Schale Lione wood 25cm,    3.99,       0,    5.99,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,              6,1,           wood,              9,              385220,6,
385323,                  Schale Lione wood 30cm,    4.99,       0,   13.99,     6,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             18,1,           wood,             11,              385220,18,
385331,                 Vase Mexano silber 70cm,   24.99,       0,   34.99,     1,        13,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             13,1,         silber,             70,              385324,13,
385332,                 Vase Mexano silber 90cm,   39.99,       0,      59,     1,        17,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             17,1,         silber,             90,              385324,17,
385345,          Vase Benji silver crumble 80cm,      69,       0,      97,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              1,1, silver crumble,        H80xD19,              385336,1,
385352,       Teelicht Benji silver crumble 6cm,    0.99,       0,    1.39,    12,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             11,1, silver crumble,        D6xH5.5,              385336,11,
385363,        Vase Pasquale silbrig braun 50cm,   29.99,       0,      42,     1,        23,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             23,1,  silbrig braun,             50,              385354,23,
385364,        Vase Pasquale silbrig braun 70cm,   54.99,       0,      77,     1,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             15,1,  silbrig braun,             70,              385354,15,
385365,        Vase Pasquale silbrig braun 90cm,   89.99,       0,       0,     1,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              6, ,undefiniert,             90,                    ,6,
385366,          K�bel Cuivre green copper 12cm,    2.99,       0,    4.19,    12,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             48,1,   green copper,        D12xH10,              385366,48,
385369,          K�bel Cuivre green copper 20cm,    4.99,       0,    6.99,     4,        45,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             45,1,   green copper,        D20xH17,              385366,45,
385377,          Vase  Cuivre green copper 80cm,   29.99,       0,   39.99,     1,         5,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              5,1,   green copper,        H80xD25,              385366,6,
385384,           K�bel Vitrala beige-wei� 14cm,    4.99,       0,    6.99,     6,       138,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            138,1,     beige-wei�,        D14xH12,              385384,162,
385385,           K�bel Vitrala beige-wei� 20cm,    6.99,       0,    9.99,     4,       109,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            109,1,     beige-wei�,        D20xH17,              385384,125,
385386,           K�bel Vitrala beige-wei� 26cm,    9.99,       0,   13.99,     2,        99,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,             99,1,     beige-wei�,        D26xH21,              385384,103,
385387,           K�bel Vitrala beige-wei� 31cm,   15.99,       0,   22.49,     1,         7,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,              7,1,     beige-wei�,        D31xH25,              385384,9,
385388,            Vase Vitrala beige-wei� 25cm,    6.99,       0,    9.79,     4,        88,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             88,1,     beige-wei�,        H25xD18,              385384,92,
385389,            Vase Vitrala beige-wei� 29cm,    9.99,       0,   13.99,     4,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             40,1,     beige-wei�,        H29xD20,              385384,44,
385391,          Schale Vitrala beige-wei� 30cm,    9.99,       0,   13.99,     2,        62,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             62,1,     beige-wei�,        D30xH12,              385384,64,
385392,     Boot-Schale Vitrala beige-wei� 20cm,   13.59,       0,   18.99,     2,        26,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             26,1,     beige-wei�,        D40xH20,              385384,28,
385393,     Boot-Schale Vitrala beige-wei� 27cm,   28.99,       0,   40.99,     1,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             48,1,     beige-wei�,        D52xH27,              385384,49,
385394, Boot-Jardiniere Vitrala beige-wei� 40cm,   26.99,       0,   37.99,     1,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,              6,1,     beige-wei�,        D40xH40,              385384,7,
385395,                 K�bel Vitrala grau 14cm,    4.99,       0,    6.99,     6,       -24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            -24,1,           grau,        D14xH12,              385384,0,
385396,                 K�bel Vitrala grau 20cm,    6.99,       0,    9.99,     4,       -16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            -16,1,           grau,        D20xH17,              385384,0,
385397,                 K�bel Vitrala grau 26cm,    9.99,       0,   13.99,     2,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,              8,1,           grau,        D26xH21,              385384,26,
385398,                 K�bel Vitrala grau 31cm,   15.99,       0,   22.49,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,              0,1,           grau,        D31xH25,              385384,0,
385399,                  Vase Vitrala grau 25cm,    6.99,       0,    9.79,     4,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              8,1,           grau,        D18xH25,              385384,16,
385400,                  Vase Vitrala grau 29cm,    9.99,       0,   13.99,     4,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              0,1,           grau,        D20xH29,              385384,7,
